event,white,black,result,whiteelo,blackelo,whiteratingdiff,blackratingdiff,opening
Rated Classical game,Coulbert,coopers90,0-1,1794,1798,-13.0,11.0,Queen's Gambit Declined
Rated Classical game,gamernissem,StinkyBrownApple,0-1,1279,1294,-10.0,10.0,Queen's Gambit Accepted
Rated Classical game,garyotero,REDIAN76,1-0,1115,1036,9.0,-9.0,King's Knight Opening
Rated Classical game,vinczeg,basketball123,0-1,1494,1518,-10.0,17.0,Sicilian Defense: Smith-Morra Gambit
Rated Classical game,blindpig,tzotzii,1-0,1909,1747,6.0,-7.0,King's Indian Defense
Rated Classical game,danyzaid,JimboElrod,1-0,1309,1433,14.0,-22.0,Sicilian Defense
Rated Classical game,amamato2,marceljosuepr,1-0,1367,1428,38.0,-13.0,Ruy Lopez
Rated Classical game,EthemOnur,babi_farshad,1-0,1477,1375,38.0,-9.0,Four Knights Game
Rated Classical game,Capivara_1994,MestreMaisOuMenos,0-1,1868,1955,-9.0,9.0,Pirc Defense
Rated Classical game,StinkyBrownApple,pabloG2200,0-1,1304,1329,-10.0,10.0,Sicilian Defense
Rated Classical game,urdadlmao,Dissanderson,1-0,1409,1519,15.0,-14.0,Sicilian Defense
Rated Classical game,darksighed1,Vax,0-1,1811,1814,-11.0,11.0,Owen Defense
Rated Classical game,wemif,DIEISFREE,0-1,1408,1463,-9.0,9.0,Bishop's Opening
Rated Classical game,harmonyunited,alanreygadas,1-0,1533,1475,28.0,-9.0,Nimzowitsch Defense
Rated Classical game,Paulocd,FANCHETO,1-0,1470,1302,6.0,-7.0,Horwitz Defense
Rated Classical game,Retvizan,kileridenfog,0-1,1586,1597,-12.0,11.0,Four Knights Game
Rated Classical game,Lamprologus,nicolas-diez,1-0,1465,1409,9.0,-25.0,Borg Defense: Borg Gambit
Rated Classical game,Imperial_Trash_Lord,abrahamcarlitos12,0-1,1402,1386,-13.0,20.0,Italian Game
Rated Classical game,EnjoyThePie,AlexandrDDD,1-0,1341,1330,11.0,-11.0,Queen's Pawn Game
Rated Classical game,keklol23,mourillo,0-1,1143,1318,-6.0,6.0,King's Pawn Game
Rated Classical game,Chico36,chlaep,1-0,1897,1803,8.0,-8.0,King's Indian Defense
Rated Classical game,Doyer,shisimpim,1-0,1912,1869,10.0,-23.0,Van Geet Opening
Rated Classical game,bbk,pepi_1800,1-0,1900,1907,11.0,-11.0,Nimzowitsch Defense
Rated Classical game,MOOJEN1971,zekepadilha,0-1,1402,1462,-9.0,13.0,Nimzowitsch Defense
Rated Classical game,PedroXS,ugosan,0-1,1235,1316,-48.0,9.0,French Defense
Rated Classical game,mcharb13,NabilAbdulaziz,0-1,1361,1348,-19.0,11.0,English Defense
Rated Classical game,abrahim1234,SighingSoftly,0-1,1302,1310,-46.0,10.0,Ruy Lopez
Rated Classical game,CheckersNchess,MyFriendTal,0-1,1792,1706,-14.0,13.0,French Defense
Rated Classical game,ivanchuk1994,cancer1973,1-0,1864,1832,47.0,-9.0,Budapest Defense
Rated Classical game,ALPRINCE,sammyleox,1-0,1084,1113,14.0,-13.0,French Defense
Rated Classical game,Morozevich023,DimaTN,0-1,1662,1708,-10.0,9.0,Queen's Gambit
Rated Classical game,lfilipio,minoulechat,1-0,1327,1348,13.0,-11.0,Bishop's Opening
Rated Classical game,CWrohan,Badatchess1996,0-1,1260,1285,-23.0,27.0,Ruy Lopez
Rated Classical game,AdrianSanB,gclimb,0-1,1105,1146,-11.0,29.0,King's Pawn Game
Rated Classical game,kera414,Bakushori03,0-1,1535,1557,-10.0,47.0,Sicilian Defense
Rated Classical game,evanrunburg,PRETERO,1-0,1507,1554,12.0,-12.0,Petrov
Rated Classical game,CatPetros,CheckersNchess,0-1,1719,1778,-9.0,10.0,Semi-Slav Defense
Rated Classical game,art2c,mikebreezy,1-0,1062,1093,13.0,-12.0,Van Geet Opening
Rated Classical game,masterfo,KanyeWeast,0-1,1455,1487,-10.0,10.0,King's Pawn Game
Rated Classical game,A-Dray,pb_captin,1-0,1420,1514,13.0,-13.0,Russian Game: Urusov Gambit
Rated Classical game,meridienyoundt,alejandro921023,0-1,1022,1097,-28.0,10.0,Portuguese Opening
Rated Classical game,palamambron,amoso,1-0,1851,1691,44.0,-6.0,English Opening
Rated Classical game,woopwoopwoop,ericsam83,0-1,1906,1953,-9.0,9.0,Sicilian Defense
Rated Classical game,man1825,Chevchenko,1-0,1631,1609,10.0,-13.0,Ruy Lopez
Rated Classical game,rodrigoribasf,brunascopel,1-0,1167,1004,7.0,-27.0,Queen's Pawn Game
Rated Classical game,Sebz,ry-ry965,1-0,1354,1346,12.0,-11.0,Vienna Game
Rated Classical game,pb_captin,A-Dray,0-1,1501,1433,-13.0,12.0,French Defense
Rated Classical game,TigerDuck,thisisbrianm,1-0,1643,1655,11.0,-12.0,Scandinavian Defense
Rated Classical game,Badatchess1996,ahmedgemy,0-1,1312,1199,-37.0,15.0,"Alekhine Defense: Scandinavian Variation, Geschev Gambit"
Rated Classical game,TravisLodge,gerajunior,1-0,1245,1205,10.0,-10.0,Nimzowitsch Defense
Rated Classical game,tomazimatheus,Lionpower,0-1,1647,1748,-8.0,10.0,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation"
Rated Classical game,tubo,AsimShn,0-1,1545,1696,-6.0,14.0,Blackmar-Diemer Gambit: Ryder Gambit
Rated Classical game,igntbglv,genghes,1-0,1387,1281,8.0,-8.0,Philidor Defense
Rated Classical game,kba42,Ruff,0-1,1092,1180,-11.0,9.0,Queen's Pawn Game
Rated Classical game,Loverboy,HQR90,1-0,1290,1266,10.0,-10.0,Queen's Gambit Refused
Rated Classical game,Ethanwoo,andersontakii,1-0,1184,1211,12.0,-13.0,King's Knight Opening
Rated Classical game,RasimAkhmad,nomez74,1-0,1755,1732,10.0,-10.0,Bishop's Opening
Rated Classical game,kjazzsoul,Iness,1-0,1343,1178,7.0,-8.0,Zukertort Opening
Rated Classical game,mvdmolen,rask1866,1-0,1737,1585,7.0,-7.0,Sicilian Defense
Rated Classical game,bad_strategy,articasonata,1-0,1382,1391,11.0,-11.0,King's Indian Defense
Rated Classical game,dufusss,Angel15,0-1,1406,1484,-9.0,8.0,Four Knights Game
Rated Classical game,Shaydforrest,lucasod,0-1,1355,1305,-13.0,12.0,"Italian Game: Evans Gambit, Harding Variation"
Rated Classical game,chess_wey,Supercaju,0-1,1495,1504,-16.0,12.0,Modern Defense
Rated Classical game,kevdag15,Pensador,0-1,1443,1547,-8.0,8.0,Bishop's Opening
Rated Classical game,bugsarecool,sgarbi_br,1-0,1731,1664,8.0,-8.0,Italian Game
Rated Classical game,AbdulHakkani,SimplyAverage,1-0,1490,1336,13.0,-7.0,Scandinavian Defense
Rated Classical game,Eminbayli,zypherhea,0-1,1323,1442,-7.0,49.0,Scandinavian Defense
Rated Classical game,ContagemMG,leandrogonzalez,1-0,1908,1813,10.0,-9.0,Torre Attack
Rated Classical game,xFADEDx,mina-mina,1-0,1790,1615,46.0,-6.0,Italian Game
Rated Classical game,i_t_s_m_e,alexey260276,1-0,1610,1432,7.0,-7.0,Italian Game
Rated Classical game,MIG_BRA,beholder0,1-0,1265,1250,10.0,-10.0,Philidor Defense
Rated Classical game,andres19,Metehan1,1-0,1560,1381,6.0,-7.0,Vienna Game
Rated Classical game,georgeloveschess,nacionalseba,0-1,1600,1676,-8.0,9.0,Queen's Pawn Game
Rated Classical game,vk999,lalagah,1-0,1815,1683,7.0,-7.0,Queen's Pawn Game
Rated Classical game,SevenRain,OsmirBrasil,1-0,1870,1728,19.0,-7.0,Indian Game
Rated Classical game,Star-Bearer,el_real1902,1-0,1765,1749,10.0,-33.0,Philidor Defense
Rated Classical game,tugutov,aciallia,1-0,1776,1760,10.0,-11.0,Sicilian Defense
Rated Classical game,Saxazzo,Elsapopepe15,0-1,1399,1588,-7.0,6.0,Polish Opening
Rated Classical game,davidjpeoples,AbdulHakkani,0-1,1623,1503,-16.0,27.0,Caro-Kann Defense
Rated Classical game,ko9,EthemOnur,0-1,1498,1569,-8.0,33.0,Four Knights Game
Rated Classical game,Julkimaru,JeffShow,1-0,1809,1783,11.0,-10.0,English Opening
Rated Classical game,Palbra,hyrdu,1-0,1803,1733,11.0,-9.0,Colle System
Rated Classical game,schchesss,dsaurr,1-0,1616,1644,11.0,-19.0,Indian Game
Rated Classical game,BenA456789,CAMINANTE52,1-0,1535,1403,30.0,-6.0,English Opening
Rated Classical game,KHER,worldLine,0-1,1772,1850,-8.0,11.0,Queen's Pawn Game
Rated Classical game,xiyin,kejuchenshi,0-1,1590,1491,-14.0,14.0,Nimzowitsch Defense
Rated Classical game,propofol,graves105,0-1,1395,1398,-12.0,11.0,King's Pawn Game
Rated Classical game,BOV1976,ramur,0-1,1831,1749,-12.0,40.0,Ruy Lopez
Rated Classical game,k800,MrPainter,0-1,1732,1687,-12.0,13.0,Scotch Game
Rated Classical game,JoelTechera,saenz,1-0,1587,1632,12.0,-12.0,Philidor Defense
Rated Classical game,HQR90,jamesrlarsen,1-0,1256,1184,8.0,-11.0,King's Pawn Game
Rated Classical game,pd33,eduardosantos,0-1,1225,1418,-32.0,4.0,Bishop's Opening: Ponziani Gambit
Rated Classical game,JugaNdor3000,georgeloveschess,1-0,1769,1585,14.0,-6.0,Ruy Lopez
Rated Classical game,squall86,InfiniteInformation,1-0,1653,1586,9.0,-30.0,Nimzowitsch Defense
Rated Classical game,fabiolinsoficial,eugeniobarros,0-1,1291,1244,-49.0,11.0,Scandinavian Defense
Rated Classical game,Figueiredo,storm42geoi,1-0,1810,1852,13.0,-13.0,Philidor Defense
Rated Classical game,aliaksandr89,trhoffman777,1-0,1402,1410,14.0,-11.0,Indian Game
Rated Classical game,Kachenko,Robordo,1-0,1108,1008,16.0,-10.0,King's Pawn Game
Rated Classical game,Noxor11,Maske74,0-1,1555,1569,-11.0,11.0,Sicilian Defense
Rated Classical game,Ogeid,pacciardi,1-0,1362,1297,9.0,-9.0,Caro-Kann Defense
Rated Classical game,NicholasDrake,blairmin,0-1,1177,1130,-27.0,13.0,Queen's Gambit Declined
Rated Classical game,mnor,Pepe24,1-0,1314,1217,46.0,-8.0,Center Game
Rated Classical game,UnDauntingFurry9,TheCarry,1-0,1448,1458,11.0,-11.0,Queen's Gambit Refused
Rated Classical game,toimprove,BBGPC,1-0,1377,1304,11.0,-8.0,Queen's Gambit Declined
Rated Classical game,xflysh,jinmerag,1-0,1512,1482,10.0,-10.0,Ruy Lopez
Rated Classical game,fucilaco,neramcas,1-0,1592,1396,5.0,-9.0,Ruy Lopez
Rated Classical game,Juanka1111,suparman_umar,0-1,1753,1712,-12.0,11.0,Ruy Lopez
Rated Classical game,Norman711,nikishar,1-0,1877,1887,11.0,-11.0,Queen's Gambit Refused
Rated Classical game,fixtec91,printer36,0-1,1508,1509,-11.0,11.0,Sicilian Defense
Rated Classical game,Satanas92,JoshHood,1-0,1460,1351,40.0,-8.0,Scotch Game
Rated Classical game,NestorVive,meifrei1310,0-1,1729,1672,-12.0,12.0,French Defense
Rated Classical game,david_gutierrez,Piero22,0-1,1399,1537,-8.0,7.0,Italian Game
Rated Classical game,GerardoSalazar2563,I_will_Dominate,0-1,1833,1906,-9.0,8.0,Sicilian Defense
Rated Classical game,Pablojo81,chess-hustler,1-0,1691,1614,8.0,-8.0,Pirc Defense
Rated Classical game,FyaEM,rafachap,0-1,1547,1711,-30.0,6.0,French Defense
Rated Classical game,Adam55,homehomu,1-0,1574,1619,12.0,-12.0,French Defense
Rated Classical game,vitorhmm,maykel1512,0-1,1516,1569,-9.0,9.0,Sicilian Defense
Rated Classical game,mauriz,Mlaia,1-0,1559,1583,12.0,-15.0,King's Knight Opening
Rated Classical game,dkw88,bahakz_32,0-1,1644,1698,-9.0,9.0,Caro-Kann Defense
Rated Classical game,fifemaster,BenA456789,0-1,1564,1593,-9.0,34.0,Nimzo-Indian Defense
Rated Classical game,Abdikerim,beks3335,0-1,1908,1954,-9.0,10.0,Bishop's Opening
Rated Classical game,Attrix,luisfe,1-0,1150,1289,20.0,-15.0,Queen's Pawn Game
Rated Classical game,pawnpusher34442,Talbooty,1-0,1521,1408,8.0,-8.0,Italian Game
Rated Classical game,stratege412,fazzle,0-1,1214,1248,-34.0,9.0,English Opening
Rated Classical game,Royeherr,AttilaPalabiyik,1-0,1432,1371,23.0,-17.0,Queen's Gambit Accepted
Rated Classical game,maykel1512,vitorhmm,0-1,1578,1507,-13.0,13.0,Italian Game
Rated Classical game,Chifumi,igntbglv,1-0,1429,1382,9.0,-9.0,Grob Opening
Rated Classical game,Sdusty,ZachHoltgrewe,0-1,1444,1620,-39.0,6.0,Saragossa Opening
Rated Classical game,Ivan1401,propofol,1-0,1487,1383,8.0,-9.0,Philidor Defense
Rated Classical game,avacado,Kraparov75,1-0,1979,1958,10.0,-12.0,Caro-Kann Defense
Rated Classical game,dinocharles,chessVIETNAM,0-1,1634,1632,-10.0,11.0,Queen's Pawn Game
Rated Classical game,j0e,fixtec91,1-0,1556,1497,9.0,-9.0,French Defense
Rated Classical game,Val_E_Ric,vj555nyc,1-0,1915,1933,11.0,-11.0,Sicilian Defense
Rated Classical game,bennh,Cotrin,1-0,1430,1422,14.0,-10.0,English Opening
Rated Classical game,dalila77,angelohenrique,0-1,1850,1861,-11.0,12.0,Scotch Game
Rated Classical game,FungiMingus,bekisar,0-1,1797,1895,-8.0,8.0,French Defense
Rated Classical game,marc4u,EricKingg,0-1,1859,1951,-8.0,8.0,Queen's Gambit Declined
Rated Classical game,JAGUAR083,pregnantpawns,0-1,1689,1877,-6.0,6.0,Queen's Pawn Game
Rated Classical game,Eucliides,Oisin-Aodha,1-0,1509,1620,30.0,-13.0,Sicilian Defense
Rated Classical game,Metalinguistic,bebetin,1-0,1995,1849,7.0,-7.0,Queen's Gambit Accepted
Rated Classical game,FunesElMemorioso,CasualEarth,1-0,1869,1709,7.0,-6.0,English Opening
Rated Classical game,said12,ricardo_barbieri,1-0,1462,1355,8.0,-9.0,Bishop's Opening
Rated Classical game,bulls3y3,fr3d86,1-0,1279,1261,9.0,-43.0,Scandinavian Defense
Rated Classical game,nonato52,Just0ne,0-1,1926,1903,-12.0,16.0,Queen's Pawn Game
Rated Classical game,MonsterMayhem,newguy312,1-0,1706,1523,6.0,-6.0,Queen's Pawn Game
Rated Classical game,lito743,jpugarte1,0-1,1680,1553,-14.0,14.0,Portuguese Opening
Rated Classical game,axert,yarlosilva,0-1,1663,1644,-11.0,12.0,Queen's Pawn Game
Rated Classical game,nunglo,Danielzimmer,0-1,1421,1287,-17.0,16.0,Ruy Lopez
Rated Classical game,Xppp,porschelito,0-1,1755,1913,-7.0,6.0,Indian Game: Omega Gambit
Rated Classical game,benjaminrainbring,rjmarine,0-1,1237,1124,-14.0,20.0,Petrov
Rated Classical game,Zamir0098,DrEuwe,0-1,1792,1910,-7.0,8.0,French Defense
Rated Classical game,erzhan7575,Cedric78430,0-1,1612,1623,-11.0,10.0,Italian Game
Rated Classical game,coba_igrok,prayet,0-1,1789,1934,-6.0,7.0,Italian Game
Rated Classical game,Qbow,J_Orellana,0-1,1253,1112,-15.0,15.0,Paleface Attack
Rated Classical game,zraplayschesa,sheezy,0-1,1352,1302,-13.0,13.0,Italian Game
Rated Classical game,Squared4,victirin,1-0,1838,1671,6.0,-6.0,Queen's Gambit Declined
Rated Classical game,cracker80808,Zamir0098,1-0,1779,1785,16.0,-11.0,Ruy Lopez
Rated Classical game,ElgatodeSchrodinger,David19,1-0,1882,1852,10.0,-9.0,Queen's Gambit Declined
Rated Classical game,jay_d,richess23,0-1,1590,1689,-11.0,8.0,Ruy Lopez
Rated Classical game,badalov1,Rad_Master,0-1,1866,1961,-7.0,29.0,French Defense
Rated Classical game,JustForPlay123,chiangelo,1-0,1284,1351,13.0,-18.0,Modern Defense
Rated Classical game,ruzik,zolter,0-1,1389,1446,-8.0,9.0,Latvian Gambit
Rated Classical game,Dany-Lee,mehr78,0-1,1722,1610,-24.0,13.0,Queen's Pawn Game
Rated Classical game,elplantain,JennyLB,0-1,1027,1158,-7.0,8.0,French Defense
Rated Classical game,hugolin,TARIBOWEST,1-0,1418,1418,12.0,-11.0,Italian Game
Rated Classical game,k2chess,HERNESTO18,1-0,1588,1722,15.0,-15.0,Queen's Pawn Game
Rated Classical game,Iness,kjazzsoul,0-1,1170,1350,-9.0,6.0,Borg Defense
Rated Classical game,djpetewoods,brizer12,0-1,1127,1255,-49.0,35.0,Queen's Pawn Game
Rated Classical game,psilosimon,Led113,1-0,1530,1475,9.0,-9.0,Queen's Gambit Refused
Rated Classical game,gbergs,wild_horses,1-0,1282,1332,12.0,-13.0,Scotch Game
Rated Classical game,Sunda,Phanterx,0-1,1293,1303,-31.0,12.0,Dutch Defense
Rated Classical game,Kairat73,Norman711,1-0,1768,1877,14.0,-14.0,Four Knights Game
Rated Classical game,Tabarrico,OneVan,1-0,1168,1182,11.0,-22.0,French Defense
Rated Classical game,hamdi3006,archangel291,0-1,1512,1520,-31.0,10.0,Van't Kruijs Opening
Rated Classical game,ImperfectAge,adatene,0-1,1598,1697,-37.0,8.0,Queen's Gambit Declined
Rated Classical game,Cassiossa,GeoffreyVannevar,1-0,1785,1749,9.0,-10.0,English Opening
Rated Classical game,kingsharkjr,lvlango,1-0,1353,1354,12.0,-11.0,Sicilian Defense
Rated Classical game,WhyYOUTRYINGSOHARD,JaspherRed,1-0,1890,1834,12.0,-10.0,French Defense
Rated Classical game,paung,chessveendam,0-1,1520,1564,-10.0,9.0,Hungarian Opening
Rated Classical game,milena2006,Capanero,0-1,1470,1477,-11.0,11.0,Sicilian Defense
Rated Classical game,Huezo,Goodluck3,1-0,1616,1617,11.0,-14.0,Pirc Defense
Rated Classical game,nejain,genn48,1-0,1696,1802,14.0,-14.0,Nimzo-Larsen Attack
Rated Classical game,Capanero,shamballa,0-1,1488,1643,-6.0,8.0,French Defense
Rated Classical game,nigel_nair,szara_komurka,1-0,1018,1042,20.0,-23.0,Bishop's Opening
Rated Classical game,oktay0007,Umid_1990,1-0,1726,1699,10.0,-10.0,Philidor Defense
Rated Classical game,BADRKIEL,zombeezi,1-0,1582,1412,12.0,-7.0,Queen's Pawn Game
Rated Classical game,hristo1h1,dhansu,1-0,1350,1505,17.0,-18.0,Horwitz Defense
Rated Classical game,shabaAC,chaynipaketique,1-0,1799,1736,38.0,-32.0,Ruy Lopez
Rated Classical game,abomoaz,APTEM200,1-0,1892,1719,6.0,-6.0,English Opening
Rated Classical game,Gallaecia,sebtaes,1-0,1497,1677,16.0,-16.0,King's Knight Opening
Rated Classical game,ARM9IN,jankyel,1-0,1202,1098,9.0,-25.0,Bishop's Opening
Rated Classical game,Splashbrother,IvoLevicharov,0-1,1658,1623,-12.0,12.0,Three Knights Opening
Rated Classical game,dexadox,Alexashka,0-1,1895,1895,-10.0,10.0,Sicilian Defense
Rated Classical game,igrok51,Solotia,0-1,1715,1629,-15.0,13.0,Ruy Lopez
Rated Classical game,pietsnot,jomisa,1-0,1545,1681,30.0,-14.0,Philidor Defense
Rated Classical game,blackphish,jmsrmccann,0-1,1283,1288,-14.0,11.0,French Defense
Rated Classical game,DjonUik,Bassmaniac,0-1,1462,1430,-11.0,12.0,Queen's Pawn Game
Rated Classical game,beast1144,naji1981,1-0,1210,1400,23.0,-15.0,Philidor Defense
Rated Classical game,mehrabon,234234,0-1,1482,1343,-17.0,16.0,Van't Kruijs Opening
Rated Classical game,TheAntiStud,h0l4nd3s,0-1,1417,1586,-43.0,13.0,King's Pawn Game
Rated Classical game,groovyMysterioso,R3l1c,1-0,1397,1283,8.0,-8.0,"Queen's Gambit Refused: Chigorin Defense, Modern Gambit"
Rated Classical game,IlyaGaidarov,QuantumPlayer,1-0,1846,1881,11.0,-12.0,Sicilian Defense: Smith-Morra Gambit
Rated Classical game,Pseudonaut,aks224,1-0,1397,1442,12.0,-13.0,King's Knight Opening
Rated Classical game,gplois,Aleksandridi,1-0,1795,1748,9.0,-9.0,Ruy Lopez
Rated Classical game,schlemihll,MagaChukKam,1-0,1276,1302,18.0,-11.0,English Opening
Rated Classical game,rafi9lenine,elmagodelaluzz,0-1,1745,1808,-27.0,9.0,Sicilian Defense
Rated Classical game,MatG,JLCC,1-0,1521,1610,15.0,-13.0,Pirc Defense
Rated Classical game,jesusmariayjose,alex1970ru,0-1,1483,1626,-6.0,7.0,King's Pawn Game
Rated Classical game,lawler,pirayesh,0-1,1697,1881,-6.0,6.0,Queen's Pawn Game
Rated Classical game,Verbius,meettheking71,1-0,1809,1774,24.0,-9.0,French Defense
Rated Classical game,cueshar,edumendoza,1-0,1142,1017,41.0,-33.0,Sicilian Defense
Rated Classical game,Cacomixtle,bobbyelvisfischer,0-1,1270,1244,-12.0,12.0,Vienna Game
Rated Classical game,Ari_L_T,NorthStar1uk,0-1,1420,1451,-9.0,10.0,Owen Defense
Rated Classical game,Anaconda_93,cracker80808,1-0,1912,1813,10.0,-11.0,Sicilian Defense
Rated Classical game,joaoalexbrasil000001,ndnaren,1-0,1653,1577,9.0,-9.0,Horwitz Defense
Rated Classical game,LaCrux,malcev993,0-1,1616,1489,-47.0,16.0,Ruy Lopez
Rated Classical game,chicken_chow_mein,Barsuk13,0-1,1763,1902,-7.0,7.0,Queen's Pawn Game
Rated Classical game,m1981,Zirpatek,0-1,1374,1539,-7.0,7.0,French Defense
Rated Classical game,tjman9119,Ravago,1-0,1526,1435,8.0,-15.0,Alekhine Defense
Rated Classical game,Brahms-symphonyop98,nemtudokssakozni,0-1,1434,1509,-10.0,9.0,Sicilian Defense
Rated Classical game,salmanadamus,marianonash,1-0,1453,1389,9.0,-9.0,Indian Game
Rated Classical game,Player512,Rasta2017,1-0,1048,1037,14.0,-12.0,Scandinavian Defense
Rated Classical game,sangius,HelenaQueen,1-0,1493,1493,11.0,-10.0,English Defense
Rated Classical game,Destro94,Flye,1-0,1152,1051,29.0,-9.0,"Indian Game: Gibbins-Wiedenhagen Gambit, Maltese Falcon"
Rated Classical game,Almaz8,TwoColorsGem,1-0,1673,1619,9.0,-9.0,Queen's Gambit Declined
Rated Classical game,Gmira97,yaw_keanhuat,1-0,1580,1568,10.0,-11.0,Petrov
Rated Classical game,edumendoza,cueshar,0-1,1015,1144,-25.0,29.0,King's Pawn Game
Rated Classical game,Chessmaster_12345,ghrsalimian,0-1,1751,1703,-13.0,12.0,Philidor Defense
Rated Classical game,shonng,Gunz,1-0,1241,1338,14.0,-14.0,Mieses Opening
Rated Classical game,Supercaju,michi72,1-0,1553,1722,18.0,-17.0,Bird Opening: From's Gambit
Rated Classical game,kristiansenjoakim,SrTielho,1-0,1235,1259,11.0,-22.0,Scandinavian Defense
Rated Classical game,ALMACHESS,SergeyMaksimus1968,1-0,1678,1692,11.0,-12.0,Ruy Lopez
Rated Classical game,Esponjudo,mkhair_salim,0-1,1356,1379,-10.0,16.0,Sicilian Defense
Rated Classical game,LarryNgo,gladiator-II,1-0,1308,1410,16.0,-14.0,King's Pawn Game
Rated Classical game,WOW-6EQUJ5,Elvistazo,1-0,1421,1317,8.0,-8.0,Van Geet Opening: Dunst-Perrenet Gambit
Rated Classical game,dry66,Arzumanyan,1-0,1624,1596,10.0,-15.0,Ruy Lopez
Rated Classical game,quiquedalfo,muraad,0-1,1517,1506,-11.0,11.0,Sicilian Defense
Rated Classical game,Vern_Wolitski,Jorgescp28,1-0,1193,1219,13.0,-13.0,Van't Kruijs Opening
Rated Classical game,Rubin9,tanyeribarak,1-0,1740,1554,6.0,-6.0,Horwitz Defense
Rated Classical game,bruno_bruno,unternationaL,1-0,1514,1329,18.0,-6.0,French Defense
Rated Classical game,showSTOPPER_NUT,yight,0-1,1357,1545,-15.0,14.0,King's Knight Opening
Rated Classical game,boscor,Cristian97,0-1,1702,1547,-17.0,16.0,Philidor Defense
Rated Classical game,safwat_ahmad,Nixon34,1-0,1319,1273,9.0,-14.0,Scandinavian Defense
Rated Classical game,tabei,WhatTheFoxSays,0-1,1783,1863,-9.0,9.0,"Italian Game: Evans Gambit, Anderssen Defense"
Rated Classical game,dastinf64,Epsil0n274,0-1,1223,1046,-29.0,48.0,Reti Opening
Rated Classical game,check_is_in_the_fail,WizeManX1,1-0,1734,1635,8.0,-8.0,Bishop's Opening
Rated Classical game,brajeshjha,burk39,1-0,1521,1502,10.0,-10.0,French Defense
Rated Classical game,marios54,ArturoMagno,0-1,1380,1424,-11.0,9.0,Four Knights Game
Rated Classical game,BloodMuffin,sedlo,1-0,1478,1481,12.0,-11.0,Modern Defense
Rated Classical game,Marcus_N_SHE,MadCapRug,1-0,1408,1523,14.0,-32.0,Indian Game
Rated Classical game,vietnamese88,Frodnanog,1-0,1680,1660,40.0,-10.0,Italian Game
Rated Classical game,AndreyTyu,Nikitozz88,0-1,1533,1553,-10.0,10.0,Petrov
Rated Classical game,gena-s,drtre,1-0,1560,1711,15.0,-15.0,Sicilian Defense
Rated Classical game,jel1998,Risa54,1-0,1175,1069,7.0,-34.0,Caro-Kann Defense
Rated Classical game,benhahn,ProVeles,1-0,1341,1287,10.0,-10.0,Benoni Defense: Benoni Gambit Accepted
Rated Classical game,Aescriba4,annihilator77420,0-1,1420,1527,-34.0,7.0,King's Pawn Game
Rated Classical game,zevegee,avdil,1-0,1430,1334,8.0,-8.0,Italian Game
Rated Classical game,Ron1407,jel1998,1-0,1299,1182,7.0,-7.0,Irish Gambit
Rated Classical game,AliBomaye,LouZyINK,1-0,1333,1252,8.0,-9.0,Elephant Gambit
Rated Classical game,improvised_genius,Dragnomist,1-0,1497,1401,7.0,-14.0,King's Pawn Game: Beyer Gambit
Rated Classical game,sauron7,boratvenkat2,1-0,1552,1401,6.0,-7.0,Sicilian Defense
Rated Classical game,Sorokin2,gramoz,0-1,1783,1748,-11.0,12.0,Owen Defense
Rated Classical game,elmerpkatz,fred000,0-1,1603,1524,-15.0,14.0,Scandinavian Defense
Rated Classical game,Toshiro2016,perralta,1-0,1417,1434,13.0,-11.0,King's Pawn Game
Rated Classical game,Dragnomist,guthran,1-0,1387,1406,19.0,-12.0,Sicilian Defense
Rated Classical game,HappyFix,Limbic,0-1,1445,1426,-12.0,11.0,Philidor Defense
Rated Classical game,atox,DJC76,1-0,1182,1208,12.0,-20.0,Queen's Gambit Accepted
Rated Classical game,Esiral,Alejandro89,0-1,1192,1210,-19.0,33.0,Van Geet Opening
Rated Classical game,JapaPironi,knyagar72,0-1,1543,1471,-13.0,13.0,Ruy Lopez
Rated Classical game,MocchiAlberto,machula,0-1,1549,1497,-12.0,12.0,Italian Game
Rated Classical game,cris1980,matiako,0-1,1184,1321,-10.0,7.0,French Defense
Rated Classical game,PatoSanchez,andrzejb54,1-0,1374,1295,8.0,-9.0,Horwitz Defense
Rated Classical game,rusodark,diass_11,0-1,1774,1716,-13.0,13.0,King's Pawn Game: Busch-Gass Gambit
Rated Classical game,Chittaranjandas,Satchmoe15,0-1,1468,1565,-10.0,8.0,Van't Kruijs Opening
Rated Classical game,fedetennis,nernacs,0-1,1715,1573,-16.0,17.0,Bishop's Opening
Rated Classical game,Inga78,rookrook88,0-1,1546,1587,-9.0,9.0,Queen's Pawn Game
Rated Classical game,sapna,jagura,0-1,1623,1620,-10.0,16.0,English Opening
Rated Classical game,KozakBC,Fabian27,1-0,1705,1635,43.0,-9.0,Horwitz Defense
Rated Classical game,bmitche4,Jigsaw117,1-0,1652,1680,11.0,-11.0,English Opening
Rated Classical game,emmab,Alexander56,1-0,1428,1473,13.0,-12.0,Ruy Lopez
Rated Classical game,Kris147,questel,1-0,1573,1573,10.0,-11.0,Van't Kruijs Opening
Rated Classical game,Rasta2017,TelegenicEnd4,0-1,1025,1137,-8.0,8.0,French Defense
Rated Classical game,barin19,ajb009,0-1,1402,1494,-8.0,8.0,Hungarian Opening
